rank,year,duration,age_limit,rating,numberof_ratings,Metascore,description,name
673,2022,147,12A,7.8,68.0,66.0,A rescue mission is assembled in Thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding., Thirteen Lives
674,2013,134,12A,7.8,495.0,82.0,"The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.", Captain Phillips
675,2012,94,12A,7.8,368.0,84.0,"Two 12-year-olds, who live on an island, fall in love with each other and elope into the wilderness. While people set out on a search mission, a violent storm approaching them catches their attention.", Moonrise Kingdom
676,2006,117,R,7.8,117.0,64.0,"In 1920s Los Angeles, a bedridden patient in a hospital captivates a young girl with a fantastic tale of heroes, myths, and villains on a desert island.", The Fall
677,1956,119,PG,7.8,97.0,94.0,An American Civil War veteran embarks on a years-long journey to rescue his niece from the Comanches after the rest of his brother's family is massacred in a raid on their Texas farm., The Searchers
678,1976,135,18,7.8,80.0,69.0,Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family., The Outlaw Josey Wales
679,1979,105,PG,7.8,155.0,77.0,"After his wife leaves him, a work-obsessed Manhattan advertising executive is forced to learn long-neglected parenting skills, but a heated custody battle over the couple's young son deepens the wounds left by the separation.", Kramer vs
680,2005,136,12A,7.8,267.0,72.0,"A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.", Walk the Line
681,2010,116,15,7.8,390.0,79.0,"Based on the story of Micky Ward, a fledgling boxer who tries to escape the shadow of his more famous but troubled older boxing brother and get his own shot at greatness.", The Fighter
682,2014,119,15,7.8,62.0,79.0,U.K. gay activists work to help miners during their lengthy strike of the National Union of Mineworkers in the summer of 1984., Pride
683,1988,128,18,7.8,112.0,65.0,Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists., Mississippi Burning
684,2021,105,15,7.8,39.0,71.0,"The prequel to Jujutsu Kaisen (2020), where a high schooler gains control of an extremely powerful cursed spirit and gets enrolled in the Tokyo Prefectural Jujutsu High School by Jujutsu Sorcerers.", Jujutsu Kaisen 0: The Movie
685,1989,103,U,7.8,167.0,85.0,"A young witch, on her mandatory year of independent life, finds fitting into a new community difficult while she supports herself by running an air courier service.", Kiki's Delivery Service
686,2018,101,PG,7.8,192.0,82.0,"Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.", Isle of Dogs
687,2008,114,15,7.8,227.0,82.0,"Oskar, an overlooked and bullied boy, finds love and revenge through Eli, a beautiful but peculiar girl.", Let the Right One In
688,1993,134,U,7.8,85.0,86.0,A butler who sacrificed body and soul to service in the years leading up to World War II realizes too late how misguided his loyalty was to his lordly employer., The Remains of the Day
689,1978,127,X,7.8,129.0,71.0,"During an escalating zombie epidemic, two Philadelphia SWAT team members, a traffic reporter and his TV executive girlfriend seek refuge in a secluded shopping mall.", Dawn of the Dead
690,1984,141,15,7.8,60.0,76.0,"A journalist is trapped in Cambodia during tyrant Pol Pot's bloody 'Year Zero' cleansing campaign, which claimed the lives of two million 'undesirable' civilians.", The Killing Fields
691,1994,127,15,7.8,184.0,71.0,Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent., Ed Wood
692,1999,157,15,7.8,181.0,85.0,A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco., The Insider
693,1990,121,12,7.8,160.0,74.0,"The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.", Awakenings
694,1983,193,15,7.8,66.0,91.0,"The U.S. space program's development from the breaking of the sound barrier to selection of the Mercury 7 astronauts, from a group of test pilots with a more seat-of-the-pants approach than the program's more cautious engineers preferred.", The Right Stuff
695,1972,124,X,7.8,60.0,80.0,A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them., Cabaret
696,2009,152,18,7.8,224.0,76.0,A journalist is aided by a young female hacker in his search for the killer of a woman who has been dead for forty years., The Girl with the Dragon Tattoo
697,1982,109,PG,7.8,120.0,73.0,A passionate yet unsuccessful comedian stalks and kidnaps his idol to take the spotlight for himself., The King of Comedy
698,2014,102,PG,7.8,366.0,77.0,"When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.", How to Train Your Dragon 2
699,2005,127,12A,7.8,59.0,68.0,"The story of New Zealander Burt Munro, who spent years rebuilding a 1920 Indian motorcycle, which helped him set the land speed world record at Utah's Bonneville Salt Flats in 1967.", The World's Fastest Indian
700,1968,96,15,7.8,140.0,89.0,A ragtag group of Pennsylvanians barricade themselves in an old farmhouse to remain safe from a horde of flesh-eating ghouls that are ravaging the Northeast of the United States., Night of the Living Dead
701,2013,126,PG,7.8,100.0,83.0,"Jiro Horikoshi studies assiduously to fulfill his aim of becoming an aeronautical engineer. As WWII begins, fighter aircraft designed by him end up getting used by the Japanese Empire against its foes.", The Wind Rises
702,2013,131,15,7.8,129.0,49.0,"Virgil Oldman, a wealthy art auctioneer, takes the help of a young artificer, Robert, to understand and woo Claire Ibbetson, a young heiress, who hires him to auction off an antique collection.", Deception
703,1939,96,U,7.8,54.0,93.0,A group of people traveling on a stagecoach find their journey complicated by the threat of Geronimo and learn something about each other in the process., Stagecoach
704,1963,113,PG,7.8,86.0,83.0,Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?, Charade
705,1999,108,PG,7.8,99.0,71.0,"The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.", October Sky
706,1967,108,PG,7.8,49.0,63.0,A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé., Guess Who's Coming to Dinner
707,1948,133,U,7.8,35.0,96.0,"Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.", Red River
708,1973,143,A,7.8,45.0,80.0,"In the aftermath of France allowing Algeria's independence, a group of resentful military veterans hire a professional assassin codenamed ""Jackal"" to kill President Charles de Gaulle.", The Day of the Jackal
709,1944,114,PG,7.8,34.0,78.0,"Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane.", Gaslight
710,1979,123,X,7.8,36.0,72.0,"Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.", All That Jazz
711,2002,109,18,7.8,50.0,83.0,"Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.", Lilya 4-Ever
712,1995,111,U,7.8,73.0,75.0,"A love story between a girl who loves reading books, and a boy who has previously checked out all of the library books she chooses.", Whisper of the Heart
713,2006,141,15,7.8,171.0,89.0,"The story of the battle of Iwo Jima between the United States and Imperial Japan during World War II, as told from the perspective of the Japanese who fought it.", Letters from Iwo Jima
714,1931,70,PG,7.8,80.0,91.0,Dr Henry Frankenstein is obsessed with assembling a living being from parts of several exhumed corpses., Frankenstein
715,1996,159,18,7.8,72.0,82.0,"Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.", Breaking the Waves
716,1975,129,PG,7.8,52.0,91.0,"In 1880s India, two former British soldiers decide to set themselves up as Kings in Kafiristan, a land where no white man has set foot since Alexander the Great.", The Man Who Would Be King
717,2007,86,15,7.8,122.0,90.0,"A modern-day musical about a busker and an immigrant and their eventful week in Dublin, as they write, rehearse and record songs that tell their love story.", Once
718,1972,95,PG,7.8,63.0,81.0,"In the 16th century, the ruthless and insane Don Lope de Aguirre leads a Spanish expedition in search of El Dorado."," Aguirre, the Wrath of God"
719,2008,125,18,7.8,73.0,64.0,A disgraced ex-policeman who runs a small ring of prostitutes finds himself in a race against time when one of his women goes missing., The Chaser
720,1932,64,Rejected,7.8,51.0,80.0,"A circus' beautiful trapeze artist Cleopatra agrees to marry Hans the leader of side-show performers, but Hans' deformed friends discover that she is only marrying him for his inheritance. So they seek revenge.", Freaks
